gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
APPL2	0.0342836320266449	1.41068117253753e-07	0.00144269495513629	0.985893940720316	0.999965023961193
APRT	0.198256128404297	-2.01497616146438e-07	0.00144269366427264	0.802652594761571	0.999965023961193
APTX	0.163409478944487	1.5650778780486e-07	0.00144269490036655	0.789919152359554	0.999965023961193
AQP3	0.287185592294988	-7.97666467217157e-07	0.00144269298530096	0.651668369470369	0.999965023961193
AQP6	0.0506884529424526	-7.05893768089873e-08	0.00144269495888351	0.997508393020953	0.999965023961193
AQP9	0.752565336153498	9.49717451510714e-08	0.00144268600625996	0.97709968206415	0.999965023961193
AQR	0.666901174043706	3.76308305253308e-06	0.00144269475404508	0.0800616108355992	0.999965023961193
AR	0.00608420377488886	-4.38344492469959e-08	0.0014426950264201	0.965738961406987	0.999965023961193
ARAF	0.12737467040297	-8.86946435632978e-08	0.00144269483134263	0.993633487889042	0.999965023961193
ARAP1	2.73791712365829	-5.21386958887687e-06	0.00144269056273534	0.0398140634316292	0.999965023961193
ARAP2	0.295200378239531	-7.50129600154851e-07	0.00144269433650345	0.335186243645886	0.999965023961193
ARAP3	0.20537342671061	1.48217861338995e-06	0.00144269386808312	0.580349653715825	0.999965023961193
ARCN1	0.229910229776385	-1.37291597875514e-06	0.0014426944108752	0.439122117689151	0.999965023961193
AREL1	0.145330867559588	-3.61851662378224e-07	0.00144269473175757	0.822755382920073	0.999965023961193
ARF1	0.342514101433478	-1.37298831919187e-06	0.00144269368772015	0.243831850515031	0.999965023961193
ARF3	0.268054540319224	-3.99888709946036e-08	0.00144269441594218	0.98554238472801	0.999965023961193
ARF4	0.0404165804859885	1.69009273505636e-08	0.0014426949935973	0.967171835423881	0.999965023961193
ARF5	0.290561422914093	6.26365280855455e-07	0.00144269286067624	0.756934519330023	0.999965023961193
ARF6	4.65259353037052	-6.8926066547193e-06	0.0014426432553073	0.277444301299034	0.999965023961193
ARFGAP1	0.0840404214791848	-1.83214666221067e-07	0.00144269484360291	0.933265623749578	0.999965023961193
ARFGAP2	3.25681067447168	2.08399407618566e-06	0.00144268102220205	0.520345721929127	0.999965023961193
ARFGAP3	0.0590564757247244	-3.28199404536061e-08	0.00144269495612518	0.994974007566701	0.999965023961193
ARFGEF1	0.140079777981055	-2.34933334062472e-07	0.00144269482120046	0.661816068940036	0.999965023961193
ARFGEF2	0.0476825881377176	-1.15545965053214e-08	0.00144269498722834	0.938872897476032	0.999965023961193
ARFGEF3	0.0065935393343585	5.6909816006746e-08	0.00144269501167737	0.999943284398948	0.999965023961193
ARFIP1	0.0395827411293781	-1.23176705356154e-07	0.00144269496266828	0.958732257978584	0.999965023961193
ARFIP2	0.184324848182769	7.08922501052789e-07	0.00144269452663302	0.907479931079277	0.999965023961193
ARFRP1	0.0350833758982	-1.17951527076975e-08	0.00144269496492232	0.995419660512533	0.999965023961193
ARG1	0.0217479193738819	-1.2349196773934e-08	0.0014426950003468	0.983096138936515	0.999965023961193
ARGFX	0.129783700851639	7.95125875552546e-08	0.00144269452186194	0.975974069541697	0.999965023961193
ARGLU1	0.706265411369665	-5.43748966657576e-06	0.00144269371391705	0.012822528916463	0.999965023961193
ARHGAP1	1.07487018795547	-3.306197361771e-06	0.00144268897439215	0.720771778796151	0.999965023961193
ARHGAP10	0.0103023751086465	-3.50808923264411e-08	0.00144269502444036	0.965413171518096	0.999965023961193
ARHGAP11A	0.0492025973134865	1.80567328504977e-07	0.00144269501814935	0.962954901022563	0.999965023961193
ARHGAP12	0.0159736109909061	1.18221776618026e-07	0.00144269500756268	0.998054922160477	0.999965023961193
ARHGAP15	0.240885169368542	2.28199742922939e-07	0.00144269428508206	0.825931407510809	0.999965023961193
ARHGAP17	0.562981799296675	-1.79295159878815e-06	0.00144269330991703	0.216831066632495	0.999965023961193
ARHGAP19	0.0172735798398232	6.13732786771877e-08	0.0014426949556361	0.983074404259486	0.999965023961193
ARHGAP21	0.0682922145350003	2.2186459084656e-07	0.00144269502131787	0.907413679404933	0.999965023961193
ARHGAP22	0.462013187394318	-1.1313495723892e-06	0.00144269030445361	0.531848464146312	0.999965023961193
ARHGAP25	10.8299612809861	-4.0152857466282e-06	0.00144261166588713	0.609227167046826	0.999965023961193
ARHGAP26	7.42035106758867	-5.84120621799749e-06	0.00144265460820641	0.312142510086974	0.999965023961193
ARHGAP27	1.02065191520577	-2.08036416845538e-07	0.00144269345224186	0.833928199918703	0.999965023961193
ARHGAP28	0.00545223393923732	6.94908693484591e-08	0.00144269501248601	0.997946224690439	0.999965023961193
ARHGAP30	2.95856246029603	-1.13251471284296e-06	0.00144266416337344	0.810260621857622	0.999965023961193
ARHGAP31	0.0657194021579362	3.35445162359759e-07	0.00144269497260234	0.964262054884568	0.999965023961193
ARHGAP32	0.0840896292537403	-3.63708034819096e-07	0.00144269490225512	0.853895495184837	0.999965023961193
ARHGAP35	0.135011322186852	3.41932325237187e-07	0.00144269441628532	0.878487788984766	0.999965023961193
ARHGAP4	1.0146861812821	-1.98583046320836e-06	0.00144269175465059	0.239687816560408	0.999965023961193
ARHGAP42P4	0.00913901467500958	2.72347825782212e-08	0.00144269502389601	0.99975849812319	0.999965023961193
ARHGAP45	2.21796374648562	-3.32170876723082e-06	0.00144268859144912	0.178226729509029	0.999965023961193
ARHGAP6	0.00631849719143541	9.01246838284454e-08	0.00144269500618944	0.997967964181461	0.999965023961193
ARHGAP9	1.97763816958532	2.65894034647624e-06	0.00144268441718518	0.361504934640892	0.999965023961193
ARHGDIA	0.864462015358056	-7.92293139562255e-07	0.00144269348147468	0.20606040131682	0.999965023961193
ARHGDIB	1.74080147757583	1.07365923590278e-07	0.00144267663243615	0.976750588365896	0.999965023961193
ARHGEF1	3.07819453749666	-2.14862730230251e-07	0.00144267787282822	0.950887575175251	0.999965023961193
ARHGEF10	0.0136465142225509	1.00883933751194e-07	0.00144269501242034	0.998087531408619	0.999965023961193
ARHGEF10L	0.0424300593322478	2.16193832597638e-07	0.00144269500302487	0.949872620083718	0.999965023961193
ARHGEF11	0.208698817108584	-6.78514245275399e-08	0.00144269482067495	0.997388084265686	0.999965023961193
ARHGEF12	0.0859714713529038	2.51472218898795e-07	0.00144269486374699	0.929863920360041	0.999965023961193
ARHGEF18	0.470754012218998	-3.31914311077691e-07	0.00144269404908299	0.79316659958531	0.999965023961193
ARHGEF19	0.0285696846566947	-9.63368570361848e-08	0.00144269498523728	0.962061524354699	0.999965023961193
ARHGEF2	0.773820878507807	-4.14139108307303e-06	0.00144269370463147	0.0218563781946376	0.999965023961193
ARHGEF3	0.0790662861324969	-5.62541563882949e-08	0.00144269499510532	0.9622529755845	0.999965023961193
ARHGEF39	0.0579670782050072	-2.51495632898221e-07	0.00144269501974991	0.866525612513487	0.999965023961193
ARHGEF4	0.0664898389449058	3.00426746643621e-07	0.00144269500687824	0.911472550970588	0.999965023961193
ARHGEF40	0.218056303911587	-3.61164730174254e-07	0.00144269439065075	0.964694422770871	0.999965023961193
ARHGEF6	0.158504766536694	-1.42424169662893e-07	0.00144269398510808	0.894093891548602	0.999965023961193
ARHGEF7	0.0436673558202767	1.68697819447228e-07	0.0014426949560822	0.983968577725626	0.999965023961193
ARHGEF9	0.0201625528026047	1.97072970706489e-07	0.00144269498414097	0.982572085855267	0.999965023961193
ARID1A	3.10481685002461	0.76857042013199	0.481155507028891	0.00182045157025019	0.999965023961193
ARID1B	1.79825410065469	-2.63160018117043e-06	0.00144269044209263	0.197391967733899	0.999965023961193
ARID2	0.255746970409411	-4.31496561320532e-07	0.00144269273193892	0.792087014571235	0.999965023961193
ARID3A	3.09375445951349	-4.93229319606689e-06	0.00144265745593035	0.369363073085091	0.999965023961193
ARID3B	0.131930649849514	-1.97222920116232e-07	0.00144269497193911	0.899650451970454	0.999965023961193
ARID4A	0.329446374099256	-2.17738810867499e-07	0.00144269398328067	0.7097989487875	0.999965023961193
ARID4B	0.833296469891851	-3.23055072194838e-06	0.0014426857242917	0.256380673641337	0.999965023961193
ARID5A	0.110300335432329	1.41809610542623e-07	0.00144269483745273	0.907844916954518	0.999965023961193
ARID5B	0.166574119109051	-5.96589695119031e-08	0.00144269417773605	0.930748035599538	0.999965023961193
ARIH1	4.13033522861695	2.86334439913191	1.39256140983769	NA	NA
ARIH2	1.16345814616521	-1.57193811943508e-06	0.00144268906919235	0.375138330928888	0.999965023961193
ARIH2OS	0.299003168414194	-5.4706437813196e-07	0.00144269343376461	0.736843443237648	0.999965023961193
ARL1	0.0483784088877608	-1.52192670883332e-07	0.00144269500510592	0.951777424817155	0.999965023961193
ARL10	0.542682715188176	1.87869572696854e-06	0.0014426894848576	0.392014592210609	0.999965023961193
ARL11	0.0509055459122641	5.10430721128465e-08	0.00144269494623185	0.965719426584989	0.999965023961193
ARL13B	0.00545223393923732	6.94908693484591e-08	0.00144269501248601	0.997946224690439	0.999965023961193
ARL14EP	0.0138902183639822	9.61984220012058e-09	0.00144269497907853	0.980920980893899	0.999965023961193
ARL15	0.0778104830921169	1.79426958472398e-07	0.0014426948689809	0.887842685222723	0.999965023961193
ARL16	0.130471770320248	-2.64292273886253e-07	0.00144269456751354	0.864072462638172	0.999965023961193
ARL17A	0.0629272033164002	-1.28197157625166e-07	0.00144269502425263	0.832946035904382	0.999965023961193
ARL17B	0.127083516364486	9.63319365105668e-08	0.00144269477690498	0.999154164121602	0.999965023961193
ARL2	0.302018094508734	6.59238032717972e-07	0.00144269468406051	0.467583737556205	0.999965023961193
ARL2BP	0.115205836670911	1.24532685118903e-07	0.00144269490837844	0.957309945684608	0.999965023961193
ARL3	0.0785884053036589	2.09903397446868e-07	0.00144269484965191	0.968607128078463	0.999965023961193
ARL4A	0.0345287274588912	-3.18526306925205e-08	0.00144269502297066	0.908943245895482	0.999965023961193
ARL4C	0.725266061521099	3.31464907345389e-06	0.00144268752074408	0.214876451456773	0.999965023961193
ARL5A	0.0543261757333062	9.35316131143344e-08	0.00144269495439017	0.98906848186384	0.999965023961193
ARL6IP1	0.208042918134238	1.66781486392623e-07	0.00144269437713759	0.914899399139577	0.999965023961193
ARL6IP4	0.262032490203249	-1.54068334755874e-06	0.00144269359599907	0.410728795038537	0.999965023961193
ARL6IP5	0.225219807120515	-6.94970756222559e-07	0.00144269387640255	0.620378538759976	0.999965023961193
ARL6IP6	0.0135767969555936	-1.32263718389294e-07	0.0014426950102191	0.963478518305279	0.999965023961193
ARL8A	0.281702553576478	2.06885150887126e-08	0.00144269490219424	0.998817601506893	0.999965023961193
ARL8B	2.59444346762517	-1.48119671359116e-06	0.00144269104919538	0.404932274870435	0.999965023961193
ARMC1	0.121517387907581	-4.80766900191923e-07	0.0014426947558641	0.764069313157839	0.999965023961193
ARMC10	2.44816946121715	-4.22888970876349e-06	0.00144267444444889	0.306133745474997	0.999965023961193
ARMC5	0.0362643603824357	-9.78743367627678e-08	0.00144269502122587	0.900376534348885	0.999965023961193
ARMC6	0.026429775423876	7.16700048410986e-08	0.00144269502167365	0.966617953832792	0.999965023961193
ARMC7	0.0129610296435557	5.86435272491137e-08	0.00144269501480467	0.999856326150548	0.999965023961193
ARMC8	0.189212642517819	-2.27868874535366e-07	0.00144269430620511	0.913609434303532	0.999965023961193
ARMC9	0.0570809212586424	1.64768904356817e-07	0.00144269497214764	0.947744745649168	0.999965023961193
ARMCX3	0.016067103352964	-1.34322642349347e-07	0.00144269501250486	0.963489376700866	0.999965023961193
ARMCX4	0.00545223393923732	6.94908693484591e-08	0.00144269501248601	0.997946224690439	0.999965023961193
ARMH1	0.0230215936888206	1.09180733520509e-08	0.0014426949813167	0.998753011645636	0.999965023961193
ARMH3	0.114973452452333	6.25780621244614e-08	0.00144269487376143	0.909355658060338	0.999965023961193
ARMH4	0.0065935393343585	5.6909816006746e-08	0.00144269501167737	0.999943284398948	0.999965023961193
ARNT	0.415503347324589	3.06852719968153e-07	0.00144269406732144	0.711247578015283	0.999965023961193
ARNT2	0.0577870845848491	-2.42895261851694e-08	0.00144269491505671	0.956770481841379	0.999965023961193
ARNTL	0.178460999183266	-4.9825682392644e-09	0.0014426946032567	0.976909510129529	0.999965023961193
ARNTL2	0.00631849719143541	9.01246838284454e-08	0.00144269500618944	0.997967964181461	0.999965023961193
ARPC1A	0.228194075803833	6.02393455117683e-07	0.00144269397352956	0.770056342171972	0.999965023961193
ARPC1B	8.76836753907531	5.42702918849158e-06	0.00144267338664871	0.213093308670619	0.999965023961193
ARPC2	4.87043758776214	-5.12926853308775e-06	0.00144264781404729	0.402720233461176	0.999965023961193
ARPC3	0.21385638045161	2.16584483631367e-07	0.00144269427987345	0.758966699272843	0.999965023961193
ARPC4	10.922608896812	1.34584377865116e-05	0.00144261741810029	0.128533803728892	0.999965023961193
ARPC5	3.65372020866212	4.95535504474686e-07	0.00144268902556992	0.0201159832901128	0.999965023961193
ARPC5L	0.0924675189362664	-7.40949023966149e-09	0.00144269487569179	0.967736923235359	0.999965023961193
ARPIN	0.537153247010068	-3.63515427799385e-07	0.00144268986968714	0.802178948896744	0.999965023961193
ARPIN-AP3S2	0.0675968998983601	4.54299626591628e-08	0.00144269494410606	0.973189987973388	0.999965023961193
ARPP19	0.922474041194779	-3.94131431285343e-07	0.00144268928113471	0.854393872670443	0.999965023961193
ARRB1	1.48780903605525	-3.80367580251359e-06	0.00144269540262685	0.0012381297717181	0.999965023961193
ARRB2	3.64501614032592	-7.40533233748753e-06	0.00144267161527338	0.153895585077409	0.999965023961193
ARRDC1	0.28095011726852	1.08250954697492e-07	0.00144269482550571	0.961149112661811	0.999965023961193
ARRDC2	0.0661550498321346	-3.62738221700456e-08	0.00144269499852331	0.986921018131245	0.999965023961193
ARRDC3	0.83190012897733	-2.00964482191664e-06	0.00144269122666172	0.28934812087842	0.999965023961193
ARSA	1.9386625551171	-1.70425326699939e-06	0.00144267896207705	0.516005240126216	0.999965023961193
ARSB	0.0903801803006511	-5.16435337416118e-07	0.00144269487289646	0.870494225251388	0.999965023961193
ARSD	0.329475715937241	6.0022204881374e-07	0.00144269364226631	0.644545556056518	0.999965023961193
ARSG	0.278479915469583	7.04665061967288e-07	0.00144269317908103	0.705756812431145	0.999965023961193
ARSK	0.0376630815936548	-5.07658889414046e-08	0.00144269500450699	0.99627295895452	0.999965023961193
ART3	0.0124494515714499	-1.48880090066039e-07	0.00144269500206395	0.965521767508904	0.999965023961193
ART4	0.058306346586399	-1.42763539540415e-07	0.00144269496951899	0.941443536276723	0.999965023961193
ARV1	0.0322898362403629	-9.57602834297685e-08	0.00144269498399435	0.962083239351027	0.999965023961193
ARVCF	0.0215884662464595	-2.86161288697088e-09	0.00144269499464016	0.980834047620081	0.999965023961193
AS3MT	0.554210217031835	1.69918654401889e-06	0.00144268975162073	0.447164629492864	0.999965023961193
ASAH1	3.63342424823322	1.50597757047753e-06	0.00144267246291153	0.714049800855393	0.999965023961193
ASAP1	1.41127576973371	5.16740874236098e-06	0.00144268466339872	0.115768581978679	0.999965023961193
ASAP2	0.0151711696101086	-3.25580148043189e-08	0.00144269501967509	0.999823716807783	0.999965023961193
ASB1	0.0995576195484282	8.51762301926897e-08	0.00144269502533994	0.903928940520166	0.999965023961193
ASB11	0.0137071070505011	7.15040316699837e-08	0.00144269501316926	0.99993241461784	0.999965023961193
ASB13	0.0124963322246691	-8.96893679291464e-08	0.00144269502821087	0.963630536458962	0.999965023961193
ASB3	4.31152112030365	4.60874403345968e-06	0.00144266414189117	0.357506460394883	0.999965023961193
ASB6	0.0888147900973811	-2.45212182206769e-07	0.0014426947733102	0.903924619016292	0.999965023961193
ASB7	0.0255234676077298	4.14290802435498e-09	0.0014426949933725	0.957672187874464	0.999965023961193
ASB8	2.24882465262139	-7.29487723066587e-06	0.00144268400903407	0.232626679357966	0.999965023961193
ASCC1	0.0108868680181886	1.17047309675068e-07	0.00144269500195977	0.997989703673993	0.999965023961193
ASCC2	1.24484581627862	1.00676442251071e-06	0.00144269419718011	0.240947625245556	0.999965023961193
ASCC3	0.0893633896548403	1.39880153591597e-07	0.00144269491772184	0.937599981885252	0.999965023961193
ASCL1	0.0174472098341092	8.17490998243604e-08	0.00144269501959979	0.998109270909159	0.999965023961193
ASCL2	0.0309468531647117	-2.3015951499767e-09	0.00144269497354492	0.998503007050021	0.999965023961193
ASF1A	0.0238197951367357	8.59179834791972e-08	0.00144269502155835	0.980266562764879	0.999965023961193
ASF1B	0.0360875744800173	-1.00802170997282e-07	0.00144269502265067	0.908714815304108	0.999965023961193
ASGR1	0.0776885949031926	-2.8056230698938e-07	0.00144269484169577	0.885999819681939	0.999965023961193
ASGR2	0.30124630668937	-1.23010415352649e-06	0.00144269398853874	0.328186418370954	0.999965023961193
ASH1L	0.209245961542961	2.44466321090961e-07	0.00144269463282449	0.703118260497485	0.999965023961193
ASH2L	0.138347475458365	1.47370311549855e-07	0.00144269478056179	0.965282961295255	0.999965023961193
ASL	0.131823192152984	1.07341423054939e-07	0.00144269486295474	0.940426254161073	0.999965023961193
ASMTL	0.064594375295676	-6.42324495635613e-08	0.00144269494588262	0.956361430939503	0.999965023961193
ASNS	0.0341217473091012	1.07160967463417e-07	0.00144269497843808	0.986024357896719	0.999965023961193
ASNSD1	0.00902189362000434	-1.27981061801086e-07	0.00144269501674305	0.965467469433437	0.999965023961193
ASPA	0.0243679309290068	-1.90877730626838e-07	0.00144269502189595	0.980646890972463	0.999965023961193
ASPH	0.0127425683972602	-9.07670488456071e-08	0.00144269501769697	0.963369934722276	0.999965023961193
ASPHD2	0.18588482046827	-1.82392169538736e-07	0.00144269399788483	0.937009369488669	0.999965023961193
ASPSCR1	0.199885345802535	-5.44815611627128e-07	0.00144269447552566	0.7760789170891	0.999965023961193
ASRGL1	0.563868512512464	6.93200073825226e-07	0.00144268971033629	0.720623233452832	0.999965023961193
ASTE1	0.00482412826837328	1.00264102697106e-07	0.00144269499701993	0.998000573420819	0.999965023961193
ASTN2	12.9824997649092	-8.40965966144872e-06	0.0014426696694458	0.103438222262885	0.999965023961193
ASXL1	0.142005453808471	2.29815293870448e-07	0.00144269502603763	0.822466892426852	0.999965023961193
ASXL2	0.077516340214462	2.37279444108308e-07	0.00144269484919008	0.934835859036082	0.999965023961193
ATAD1	0.0548591614889736	3.71032489570911e-07	0.00144269500706341	0.993015747280606	0.999965023961193
ATAD2B	0.0768841073166062	2.00049833888592e-07	0.00144269501402928	0.854554324957617	0.999965023961193
ATAD3A	0.0605324788191256	7.44433798338437e-08	0.00144269491298983	0.986902311826836	0.999965023961193
ATAD3B	0.149675408362637	1.4153476364183e-08	0.00144269491500008	0.829316839758788	0.999965023961193
ATAD3C	1.9955887036153	2.44043992434848e-06	0.00144268423541771	0.400218822562092	0.999965023961193
ATAD5	0.00906609009560894	-8.14216917489888e-08	0.00144269501801714	0.963369934722276	0.999965023961193
ATAT1	0.0108868680181886	1.17047309675068e-07	0.00144269500195977	0.997989703673993	0.999965023961193
ATCAY	4.02276149663037	-1.96777826597597e-06	0.00144266689307139	0.664845355249406	0.999965023961193
ATE1	0.0076061259110202	-8.12510377969621e-08	0.00144269501967487	0.963359076401306	0.999965023961193
ATF1	0.0503436187923866	-3.0960213945537e-07	0.00144269498431518	0.90020376134491	0.999965023961193
ATF2	0.0107214167064559	6.399249102097e-08	0.00144269502025254	0.998120140659956	0.999965023961193
ATF4	0.0643976666394393	5.29955238557245e-08	0.00144269489477741	0.962608959004777	0.999965023961193
ATF4P3	0.0119681993465237	-7.02964593105627e-08	0.00144269502448479	0.96332650147918	0.999965023961193
ATF6	3.8812542060827	2.5695314878045e-06	0.00144267691664886	0.738065323484421	0.999965023961193
ATF6B	0.397747964467212	-4.09477649463641e-07	0.0014426936192805	0.775721024181106	0.999965023961193
ATF7	0.0271982702868268	-1.46127984954254e-07	0.00144269502271035	0.921324454607002	0.999965023961193
ATF7-NPFF	0.0230541746601983	-2.21580660739143e-08	0.00144269500018204	0.980866647571146	0.999965023961193
ATF7IP	1.15395867304691	1.41168716134488e-06	0.0014426894445625	0.499215532374281	0.999965023961193
ATF7IP2	0.0382277051917807	-8.1107865820417e-08	0.00144269502077903	0.921324454607002	0.999965023961193
ATG10	0.160849571802602	2.43439403720207e-07	0.00144269457275206	0.819303657405283	0.999965023961193
ATG101	0.0117318447330724	-1.39659789036489e-08	0.00144269502446269	0.999926278227512	0.999965023961193
ATG12	0.292026929948896	-1.45789394174018e-06	0.00144269325547724	0.408825764236179	0.999965023961193
ATG13	0.103078194298484	2.74572204219073e-07	0.00144269499418949	0.9718949553372	0.999965023961193
ATG14	0.298839631620922	-1.35866892773831e-06	0.00144269302629722	0.464758420781526	0.999965023961193
ATG16L1	0.145965226323881	-2.25763504617299e-07	0.00144269476672386	0.99291169955475	0.999965023961193
ATG16L2	1.55888405081514	-1.30081388190026e-07	0.00144268490928821	0.961419523867357	0.999965023961193
ATG2A	0.417237627321678	-3.53673888852928e-07	0.00144269374842645	0.727381721438898	0.999965023961193
ATG2B	0.046617956462222	1.95990814573447e-07	0.00144269500818053	0.949742440884099	0.999965023961193
ATG3	0.274658386571565	-7.17001543677611e-08	0.00144269359136553	0.957795726658702	0.999965023961193
ATG4A	0.0390273951738558	1.10884178964375e-07	0.00144269497349937	0.996262089292313	0.999965023961193
ATG4B	0.247091722138834	5.38409900705221e-07	0.00144269372888713	0.976189345907919	0.999965023961193
ATG4C	0.0420050930989782	1.37314930896055e-07	0.00144269501556107	0.945630695125753	0.999965023961193
ATG4D	0.0265001574257792	2.33289106103783e-07	0.00144269502216665	0.961844375941953	0.999965023961193
ATG5	0.0234619740138648	8.5746994428447e-10	0.00144269499627563	0.980899247554163	0.999965023961193
ATG7	0.103466791625498	4.03389608315368e-09	0.00144269497871356	0.955620903135293	0.999965023961193
ATG9A	0.0707130326997164	-9.4886125921e-08	0.00144269495525327	0.989478299940234	0.999965023961193
ATIC	0.0536537228892785	-9.64135776515336e-08	0.00144269496981685	0.934421817436624	0.999965023961193
ATL2	0.139310818050793	-9.04018138793853e-08	0.00144269480256887	0.918372827314899	0.999965023961193
ATL3	0.258328058737454	-4.29233700489857e-07	0.00144269327731574	0.938067745135453	0.999965023961193
ATM	6.21176463208871	2.29917011703941e-07	0.00144267876603907	0.947102594418375	0.999965023961193
ATMIN	0.183242089642369	4.88063724184801e-07	0.00144269381628788	0.833226285682068	0.999965023961193
ATN1	0.0762619492971602	-3.56418336178996e-08	0.00144269494465547	0.97415927954589	0.999965023961193
ATP10A	0.0713851914338146	2.93351011473628e-08	0.00144269497685881	0.958359293709201	0.999965023961193
ATP10B	0.305512594441893	-8.13259596774216e-07	0.00144269431797508	0.765037871010552	0.999965023961193
ATP11A	0.802598894860019	-1.62929598877873e-06	0.00144269507738764	0.0438047548354379	0.999965023961193
ATP11B	0.103422030742322	2.7523258279275e-07	0.00144269484905664	0.949920633364784	0.999965023961193
ATP11C	0.0182977785747415	-1.71257189307574e-07	0.00144269500477473	0.944453967851406	0.999965023961193
ATP13A1	0.253645613779374	-1.41372089122611e-06	0.00144269462514997	0.528413013150018	0.999965023961193
ATP13A2	0.0494410984948457	1.35814942613299e-07	0.00144269501952575	0.936002029819894	0.999965023961193
ATP13A3	0.064221309539043	-1.08259520362692e-07	0.00144269494198245	0.953240825667352	0.999965023961193
ATP13A4	0.0123040809596742	8.0863646543302e-08	0.00144269501194027	0.999899805274599	0.999965023961193
ATP1A1	1.16209246091208	1.24274235110664e-06	0.00144269171075192	0.390867038703272	0.999965023961193
ATP1A3	0.185058421544645	-6.40652323211029e-08	0.00144269488096411	0.792473436099719	0.999965023961193
ATP1A4	0.0190759092130928	1.91523550026727e-07	0.00144269498582696	0.98255035148565	0.999965023961193
ATP1B1	0.059459889255636	8.23834120225302e-09	0.0014426949033939	0.989765809402489	0.999965023961193
ATP1B2	0.0544514874952074	-5.23476912134004e-09	0.00144269499241	0.974180830013147	0.999965023961193
ATP1B3	0.00989582524920391	6.57622640412538e-08	0.00144269501088466	0.999921544836745	0.999965023961193
ATP23	0.0117318447330724	-1.39659789036489e-08	0.00144269502446269	0.999926278227512	0.999965023961193
ATP2A2	0.726594931702109	-4.01048790073804e-07	0.00144269044242923	0.830149776750817	0.999965023961193
ATP2A3	0.71884398658624	-1.56677447966376e-06	0.00144269193958874	0.334889735993362	0.999965023961193
ATP2B1	0.377135604434241	1.19251767961725e-07	0.00144269278844883	0.966839777403017	0.999965023961193
ATP2B4	0.193622539861397	-7.27008255316526e-07	0.00144269418772087	0.695295138127027	0.999965023961193
ATP2C1	0.0359563862566263	-5.46647641298123e-08	0.00144269496958328	0.975218404327709	0.999965023961193
ATP5F1A	1.22550586003909	6.12590233880644e-07	0.0014426925332997	0.634592190879588	0.999965023961193
ATP5F1B	0.423762649902524	8.63067520426916e-07	0.00144269217243682	0.806591986186959	0.999965023961193
ATP5F1C	0.139483584625567	2.81015345827066e-07	0.00144269452912942	0.921960912781425	0.999965023961193
ATP5F1D	0.784298510649607	-1.16410836408823e-06	0.00144268928642976	0.57706497958357	0.999965023961193
ATP5F1E	0.758834270220381	-6.34402163786779e-07	0.00144268664436236	0.810717368972605	0.999965023961193
ATP5IF1	0.0258973084406447	1.05331531098338e-07	0.00144269501776444	0.982387344127481	0.999965023961193
ATP5MC1	0.0135767969555936	-1.32263718389294e-07	0.0014426950102191	0.963478518305279	0.999965023961193
ATP5MC2	0.166203763252557	1.07589622704163e-07	0.00144269428593128	0.965978140899187	0.999965023961193
ATP5MC3	0.0963959269669379	-1.02012458805467e-07	0.00144269467540066	0.978536904677263	0.999965023961193
ATP5MD	0.0626761527324728	2.76534899950722e-07	0.00144269497085332	0.927160467472906	0.999965023961193
ATP5ME	0.00845637018577052	4.47194988652876e-08	0.00144269502199346	0.999791107465312	0.999965023961193
ATP5MF	0.0763876844727072	-2.8200761851392e-09	0.00144269498893802	0.986953623104416	0.999965023961193
ATP5MG	0.0254615096561872	-1.0846074715688e-07	0.00144269495002925	0.960062113738721	0.999965023961193
ATP5MGL	0.00983802180551403	-8.22824615801259e-08	0.00144269501829827	0.965456609837551	0.999965023961193
ATP5MPL	0.133980192194513	3.11386559593673e-07	0.001442694539016	0.902465566021581	0.999965023961193
ATP5PB	0.153928802164425	-6.32622967435061e-07	0.00144269468678398	0.770556040615458	0.999965023961193
ATP5PD	0.162778603440028	-8.60946315359713e-08	0.00144269488875885	0.798162447503122	0.999965023961193
ATP5PF	0.0127577839097326	-2.84265135693528e-08	0.00144269496301698	0.983161343042821	0.999965023961193
ATP5PO	0.113751487241939	-2.09512369678783e-07	0.00144269460747167	0.884887865258733	0.999965023961193
ATP6AP1	2.20120583703459	3.10883646372535e-07	0.00144267245473948	0.938938299455665	0.999965023961193
ATP6AP1L	0.0253043978713519	-2.57173589032313e-07	0.00144269499191176	0.92360888788483	0.999965023961193
ATP6AP2	0.185033615677177	-7.96429555131018e-07	0.00144269392675255	0.657004623020979	0.999965023961193
ATP6V0A1	0.190396257986734	-3.70732006205004e-07	0.00144269398506333	0.72711714131044	0.999965023961193
ATP6V0A2	0.182712524383462	-9.77785515532994e-07	0.00144269464085022	0.477013256927471	0.999965023961193
ATP6V0B	0.556101758415444	1.76201559275842e-06	0.00144269311975712	0.296934810165391	0.999965023961193
ATP6V0C	0.243387021900217	-9.10731925688978e-07	0.00144269405056055	0.55582850145808	0.999965023961193
ATP6V0D1	1.56050996189296	7.97181241196654e-08	0.00144268618042778	0.974616953135944	0.999965023961193
ATP6V0E1	0.187728254084729	-3.33858065556016e-08	0.00144269457390535	0.932290757439659	0.999965023961193
ATP6V0E2	0.144847229409468	7.86147024951307e-08	0.00144269494653946	0.92766116290777	0.999965023961193
ATP6V1A	0.443293657173079	-3.72918705415702e-07	0.0014426938768321	0.956076148103006	0.999965023961193
